time,0,1,2,3
0,0.0018530831,0.087169215,0.014420007,0.29311055
1,0.7039446,1.7826772,1.151477,0.11024952
2,1.3040766,1.7285745,1.6388512,0.73858875
3,1.7194505,2.5747283,2.2493718,1.564633
4,1.5805868,2.945155,0.92526937,3.3074336
5,5.3930287,6.590128,10.509083,4.9751596
6,7.414287,5.018354,4.6942825,6.1608477
7,3.2417955,2.7882273,2.6612287,5.380938
8,1.5389595,0.16469455,0.7849239,1.8669556
9,1.2431711,0.067191005,1.0490981,1.1895783
10,0.022586694,0.34127095,0.2938777,0.45877537
11,0.053407215,0.062779,0.02975882,0.16316015
12,0.5951329,0.48753512,0.14952877,0.10855711
13,1.6966711,1.0935595,0.32117128,1.1129096
14,1.5270683,1.1325877,3.4213262,1.1635268
15,3.0725603,2.4874506,1.3026217,2.6294007
16,1.4684764,2.560166,3.3900044,2.445484
17,3.5916965,3.5492985,4.193459,4.621677
18,5.532185,3.7695003,5.394628,6.347415
19,2.3577895,2.5015826,2.4825025,2.9298897
20,0.308831,0.5809477,0.33758757,0.9102249
21,0.6028411,1.4589556,0.41108543,0.3736405
22,0.35575515,0.03243146,0.2267051,0.12746087
23,0.042112462,0.025751155,0.06707483,0.06098077
24,0.3903293,0.5432691,0.86573565,0.24856497
25,0.70050824,0.34777623,0.4665779,0.74480385
26,0.80796254,2.8307261,1.4035208,1.3207967
27,1.5091071,1.618717,3.1460307,1.6798924
28,5.6515274,1.7770989,3.50997,4.023918
29,9.061811,8.238024,7.5924997,7.225518
30,5.71811,8.544341,6.6797767,6.324401
31,4.0443363,3.910885,1.7211773,1.9848937
32,1.5843576,0.409651,0.40345338,0.34935012
33,0.7607594,0.051396728,0.119981006,0.035408206
34,0.15059304,0.2030646,0.48293936,0.023006018
35,0.07543849,0.14447425,0.1931629,0.018123494
36,0.6840855,0.2015116,0.04960761,0.6482273
37,0.65382266,0.8277622,1.7504433,0.36824995
38,1.3445103,1.7208192,3.544132,1.7557857
39,1.1064497,2.8002717,3.6816988,2.8062215
40,2.5496686,1.5266551,2.4129314,2.5629408
41,3.7821112,6.809245,5.6431227,5.4178743
42,7.2588644,4.5927243,7.8660045,6.5123873
43,2.5815535,2.7683778,1.9830267,3.3430548
44,0.63830256,1.1778789,0.64345497,1.953521
