time,0,1,2,3
0,4.274619,3.9568648,3.7416975,6.024905
1,3.8903747,3.5771508,3.4879363,3.1314375
2,1.9740995,1.6265231,3.6054952,2.255015
3,1.2540523,1.9194329,2.1987772,0.9290893
4,0.055889387,0.08686696,0.57619417,0.19440737
5,0.12163952,0.5663425,0.04417457,0.130492
6,0.020799391,0.2874028,0.21409218,0.013610719
7,0.041652583,0.07163418,0.045439243,0.007359292
8,1.4698187,0.32047808,0.18250355,0.5856775
9,1.473641,2.277727,1.2034526,1.8425263
10,2.1288385,2.6736326,2.2811716,1.4098264
11,2.930599,2.7706733,4.202104,2.8040822
12,3.8517976,2.8953862,3.0545552,2.5959074
13,4.1135077,3.3014514,3.4892614,3.9009984
14,3.424044,2.9824781,3.1280005,3.176773
15,1.071884,1.5541247,0.66207504,1.8841788
16,0.22326991,0.8425022,0.147343,0.377608
17,0.05213472,0.38866025,0.08330322,0.3132717
18,0.29698184,0.12041041,0.17430902,0.3251804
19,0.15955144,0.2896846,0.48346993,0.061199013
20,1.6790154,0.9921576,0.47056535,0.50423324
21,1.2159729,1.2962819,1.3610365,1.5734419
22,2.0791764,0.8983034,2.733122,0.8195789
23,1.441808,1.7264645,1.8612756,2.8169022
24,2.854505,3.946755,4.994538,3.5089076
25,1.7283791,3.5987155,5.574445,3.2250786
26,1.7145265,1.5848979,2.4462497,2.3327596
27,1.0660318,1.3777411,3.3501322,0.73614764
28,0.26274812,0.13139339,0.78457874,0.15494129
29,0.036112983,0.109004624,0.13803779,0.11566219
30,0.04457902,0.18358563,0.05323798,0.12853348
31,0.09972,0.0033377523,0.005935525,0.07249364
32,1.7064354,0.15992704,0.8093875,0.010465154
33,0.45550698,0.46130943,1.5614654,0.5509118
34,3.227059,1.7715747,1.9819971,1.0247159
35,2.697275,0.5854517,2.0690935,3.3645597
36,4.2499156,3.0595374,2.5816486,3.6045277
37,5.5099797,0.85626763,3.3978064,4.8230906
38,2.1587706,1.6520826,3.0932999,1.662637
39,2.3642523,1.5455627,2.7487361,1.370817
40,0.5587609,0.14728412,0.7534028,0.44270045
41,0.2735578,0.22740768,0.80729043,0.025884252
42,0.014090627,0.41872448,0.26938826,0.109830104
43,0.043686535,0.0114199575,0.6046626,0.12722033
44,0.39732137,0.0532044,0.11892827,1.4457284
45,1.3341584,0.7647003,2.0350635,0.83970296
46,2.4898424,3.1815703,2.7801855,2.9644468
47,2.0799778,3.1590686,2.739168,1.9947935
48,3.3595772,3.868833,2.7450852,5.0927224
49,3.6553903,3.8807173,4.4534183,3.4958243
50,2.0531015,3.4406972,2.1262007,2.0103908
51,0.9013941,1.0934894,1.2260162,1.6168653
52,0.20680141,0.32581705,0.6726211,0.25068015
53,0.1923519,0.25564235,0.04045703,0.37810233
54,0.05118084,0.0783513,0.28867224,0.004819606
55,0.007596143,0.07293395,0.61015475,0.54395676
56,0.3392926,0.12863392,0.8304172,0.7776199
57,1.1845051,1.1855508,0.7160313,2.012643
58,1.5003507,2.6145704,1.7133864,0.8836528
59,3.3346572,3.8716989,2.004056,3.1389818
60,2.456592,2.9090974,4.598206,3.2762334
61,2.4079866,3.2909932,3.7655375,3.5049129
62,2.1986194,2.1474798,1.9744585,2.4643767
