time,0,1,2,3,4,5,6,7,8,9
0,5.7604213,5.3458076,6.3764696,5.310412,7.4731116,5.828847,4.8603272,6.817098,6.0479074,6.8243537
1,6.740546,7.9837594,7.2109675,7.6659594,8.13055,6.4096904,9.053278,6.478458,6.785039,9.343412
2,7.180697,7.369099,6.8652143,6.2570286,7.218561,6.826085,7.1022635,6.6783113,7.71006,6.221435
3,6.029313,6.840378,7.1724977,6.703098,6.871839,7.89585,6.561773,7.2001834,5.600578,6.000826
4,6.044978,5.773162,7.5134134,6.841255,7.723527,7.233041,6.337347,8.334206,6.147111,6.5944705
5,2.3465824,2.6938074,4.8827896,3.3657286,5.0596538,4.939947,2.7748756,3.0336838,3.968161,2.4053328
6,0.47946355,1.4673976,0.9067946,0.383086,1.0742261,1.3787563,1.010011,0.64972305,0.57995003,1.2316055
7,0.4820007,0.27994096,0.28666025,0.9393142,0.640975,0.5264136,0.63805073,0.30540076,0.14059938,0.31993258
8,0.78727853,0.19473562,0.3518939,0.22009736,0.31657127,0.41031197,0.15648204,0.5642535,0.036170032,0.36915562
9,0.31461063,0.33569556,0.30936515,0.13220862,0.27604634,0.39108962,0.42718488,0.64384943,1.8010597,0.72467995
10,2.9254146,1.8375951,0.8650866,2.291112,2.7491734,1.6641587,1.0484807,1.8440751,1.0610784,1.4995534
11,7.2413135,5.208305,4.1447124,2.881191,4.142365,3.6897218,3.7376425,2.5924735,2.9360979,3.4210246
12,7.150495,7.041647,7.5749254,5.7756076,7.446807,4.9899755,5.5247316,7.166164,7.8844357,4.646346
13,6.9358697,7.45222,10.437214,7.819875,6.813325,6.3119082,9.818528,7.129047,7.398109,7.1870317
14,6.7693667,7.075369,6.410124,5.712423,6.812602,6.24247,7.1807904,7.1675344,5.6339927,7.618231
15,5.858907,6.3668666,7.2763453,7.376927,8.175939,5.9702682,6.034508,6.8406525,6.0310493,7.0039015
16,8.098342,6.6306586,8.730009,6.7992296,6.5822744,6.7607856,6.3180037,6.8270874,6.917369,8.070079
17,3.8212328,6.244768,3.7014508,5.713903,2.8670926,4.702338,3.6207697,2.733068,4.1812215,5.2754717
18,1.2535127,0.7383428,2.2710972,1.108542,2.1964025,1.725383,2.3441384,1.3802035,1.6407077,2.3414068
19,0.4337347,0.53543574,0.29761478,0.8246332,0.24070042,0.22231883,0.17019305,0.0995677,0.16588801,0.31258357
20,0.83672583,0.22984229,0.86080486,0.4514367,0.36727312,0.56595,0.4657259,0.15670136,0.60487473,0.19016308
21,1.351198,1.4400553,0.38630104,0.6047053,0.6009818,1.1693958,0.17169341,1.4330437,0.23027262,0.15658173
22,2.2056658,2.3336923,1.0754623,0.67402637,1.2308096,0.8140907,0.7758189,0.4601398,2.082765,1.5698432
23,4.0019155,2.6531596,2.9884963,2.1582754,3.2398355,3.6993423,2.3049178,5.9335914,4.1451263,1.5116628
24,4.3063984,4.7390265,6.7623115,6.464403,5.3926625,5.821498,7.4878364,5.9880633,6.5149136,5.12958
25,6.256304,8.219461,8.61173,5.948314,7.031561,5.86988,7.7634487,6.1489935,6.8668094,6.28469
26,6.4374003,5.8455014,6.5615134,7.002549,6.9319916,7.4302187,5.7768903,6.7782726,7.1005716,6.350357
27,6.6961813,6.419166,8.106107,6.9358597,7.5622334,7.601012,7.6036787,8.183164,7.0117855,7.2610164
28,6.518834,6.87305,6.6263523,7.064614,7.249291,7.3186316,6.44985,7.555325,6.2266154,5.970174
29,3.385456,3.4912412,3.9606705,4.1535654,2.7506075,3.233065,2.2340548,3.098942,5.944009,3.8842864
30,1.3126321,0.17621613,1.5440676,0.98773986,0.97565544,1.2509725,0.4429778,0.39495933,1.0053207,0.5383335
31,0.5581872,0.40711683,0.13238142,0.12454394,0.3059856,0.27638695,0.3785151,0.22483939,0.28651235,0.18141009
32,0.36632934,0.24432424,0.5274288,0.31545803,0.4956569,0.51865256,0.5307187,0.553927,0.3110832,0.28235853
33,1.0516974,0.23702845,0.4840793,0.6340348,0.7283071,0.3958964,0.2966212,1.481564,0.73024285,1.0747097
34,1.9722463,1.7948687,1.3538283,0.791291,1.1371619,3.0959196,1.3405325,1.1325694,0.56916165,1.4761059
35,3.008945,6.092393,1.7587484,2.3913329,3.8535795,4.959895,3.6388755,6.2294164,2.5122247,3.7620153
36,6.185258,6.289136,7.093046,6.035042,5.4393086,7.9509254,6.601716,5.6366267,9.368322,4.367786
37,6.136566,8.401809,7.6478252,7.4500895,6.8907957,7.6686683,7.415579,9.569485,8.007891,6.866338
38,6.630336,6.7223687,6.7693667,6.650461,6.9597526,7.3987613,6.451835,6.783965,7.015504,5.778243
39,6.8134975,8.028708,8.537261,6.6306806,7.536026,6.259728,7.194916,6.07298,6.1503024,6.6252184
40,6.9793353,6.399849,6.915336,7.4232054,7.279755,8.547505,7.0493364,6.6547604,5.85648,6.729984
41,3.0409164,4.643689,3.4642065,2.9101317,3.5065439,2.8893905,4.2186,3.8731675,2.3439422,4.8401346
42,0.51662385,1.7204219,1.3102411,1.6119632,0.78817075,0.50373524,0.9905228,0.42713502,0.60545796,0.30482087
43,0.24526967,0.108729415,0.20486604,0.61323893,0.4270187,0.26722023,0.34408298,0.8096694,0.18501729,0.17152394
44,0.31710294,0.25215676,0.21646856,0.17174159,0.35972974,0.12974289,0.4468209,0.1251936,0.09816536,0.10512721
45,0.7982064,1.1174611,0.6940645,0.5390845,0.22764239,0.62953866,0.7873051,0.7005511,0.3788557,0.4263674
46,2.3537123,1.5949624,3.1810555,0.7937602,1.4812251,1.6928617,0.25754845,2.2476926,2.419456,1.115866
47,4.596852,5.8040433,4.2578936,2.59475,2.1492066,4.0863276,3.2040226,5.142538,2.5246294,4.8686967
48,6.343877,6.2185354,5.02416,5.6688104,6.3379536,6.251826,6.350139,3.3878274,7.555775,4.1240916
49,8.1218195,6.4597363,5.5778246,6.909614,7.962868,5.615329,8.607137,7.240662,5.7711816,8.351417
50,6.1747227,6.8771176,7.846019,5.411834,6.920482,7.2400312,6.905125,7.4931083,6.5430655,6.0238004
51,6.613414,6.459258,7.013819,6.9191813,7.0314646,7.0937023,7.1105304,7.298833,5.9482646,7.218702
52,5.4161406,6.57033,6.848576,6.0309305,6.5656424,5.857448,5.7128143,6.2816186,6.2258368,5.3117423
53,4.1974435,5.390534,3.6944592,2.1940348,4.5270944,2.558912,3.6966124,3.1008263,3.255843,3.0988224
54,0.8904467,1.113618,1.3829651,0.51130354,0.8798345,0.26185516,1.1849163,0.44377035,0.89985263,0.30056235
55,0.1548155,0.33102995,0.29406074,0.20206301,0.47462675,0.3275972,0.10691336,0.3959014,0.34608686,0.18984906
56,0.26700425,0.2812453,0.63613665,0.24635798,0.13769501,0.2014067,0.054398775,0.900072,0.12582666,0.21100876
57,0.7910502,0.99344885,0.5864766,1.1517437,0.28303477,1.005367,2.352642,0.6169907,0.8632224,0.64706457
58,1.0726094,3.6107507,1.0382739,1.3692074,1.9915167,0.4777438,2.143669,1.9098637,2.32368,2.274769
59,1.6210767,3.7989848,3.9448764,4.333088,3.0271604,5.9054236,2.807902,5.9022036,3.4705915,2.8963723
60,5.27748,7.350063,5.8551073,6.8699036,5.960091,3.2734451,4.611311,5.4405384,5.5155663,10.509357
61,8.453559,7.6949277,5.70024,7.049888,7.1128016,8.27313,6.5491533,6.590838,7.4688144,6.907384
62,6.707182,6.7910814,6.4624014,5.8397098,7.047861,6.714872,6.505102,5.9382553,6.051262,7.7951274
63,6.1042233,7.242711,6.7742586,6.0911136,7.16172,6.705657,6.896453,7.5541615,6.320366,6.910528
64,7.1987767,6.471347,7.7855954,6.953391,7.8155546,6.8180695,5.548038,7.2225246,6.6743937,6.1929755
65,4.8529253,4.307316,3.0696893,3.667454,4.0842214,4.2820735,4.480099,4.5415096,5.2596335,5.189277
66,1.8650404,0.9430145,0.5226436,0.7258148,1.1600878,0.56459415,1.5967801,2.2285151,1.4197183,1.0167818
67,0.18136689,0.8645035,0.41410354,0.34159404,0.31432322,0.5095141,0.110233106,0.5134536,0.5415502,0.44732934
68,0.46807534,0.89804167,0.3282718,0.29517233,0.35129407,0.18337236,0.774807,0.21381341,0.3427056,0.17135447
69,0.76285714,0.81820136,0.98121655,1.0187157,1.2426347,1.1448315,0.39038345,0.30361292,0.5305043,0.20752448
70,1.2223191,1.4215308,2.069182,2.8513548,1.7111188,0.8282852,2.3467736,3.1578405,1.4327995,2.610006
71,3.5085046,2.3442347,1.9938877,1.7631997,4.2416687,2.580409,2.825747,3.7896287,1.979866,2.7344518
72,5.5571566,7.885813,7.806194,4.303951,5.909001,6.55307,6.46494,5.4559407,4.1632853,7.3173804
73,6.8456717,7.5915956,7.605852,7.5688124,7.4040575,6.5909314,7.407391,7.281377,7.2654657,6.49407
74,5.7925086,7.985753,7.9264092,7.0201497,7.246852,6.2600255,6.059972,7.140319,7.0096054,6.430431
75,5.7694416,7.624397,7.022084,7.481695,8.125502,6.680731,6.387977,7.072425,6.5194616,7.2973304
76,7.2289834,7.547168,7.023918,7.7198267,6.6195345,6.545835,6.680154,6.0780773,7.7776637,7.2607203
77,3.3564923,3.236471,3.8880548,3.8349652,4.306251,3.7726579,2.081361,5.002158,3.8689559,3.6006238
78,0.77237785,0.5110394,0.3369268,0.7002853,0.2916183,0.51996017,2.5098088,1.3860836,1.4927844,0.7357276
79,0.14040333,0.2696162,0.56582534,0.47682503,0.47675353,0.33037534,0.31267828,0.5641339,0.2874827,0.42107043
80,0.30883348,0.21032916,0.7499952,0.2429701,0.6578015,0.031818464,0.35670573,0.21610968,0.07297312,0.28339866
