time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.09414382,0.22971755,0.060093302,0.13017985,0.11467841,0.053989034,0.071855,0.06778817,0.15277106,0.07776882,0.1975035,0.11289635,0.1486888,0.04923692,0.12523836
1,0.32685998,0.07473968,0.08257722,0.4569115,0.024017744,0.35207367,0.22222026,0.042991254,0.125934,0.43657383,0.12640525,0.08086352,0.10416506,0.3540478,0.29646495
2,0.5711803,0.5843092,0.8039218,0.71262354,0.43877763,0.78918403,0.48547795,0.836401,0.49930507,0.8587706,0.36674786,0.5233424,0.5519978,0.5201552,1.507237
3,1.3465158,1.2322528,0.55515355,1.3464249,1.289138,1.2334678,1.230693,1.0762151,0.75533384,0.5862044,0.5479737,1.4746851,1.3892264,1.0655714,0.32882226
4,2.1901698,1.9343137,2.802681,3.5264423,2.7628057,3.3716795,1.6263907,2.830691,3.8504508,4.3539004,3.6050944,3.5477884,2.6523995,2.9915493,2.8386226
5,6.890874,6.511297,6.2901306,7.330042,6.099891,5.659339,6.582307,7.22233,6.901496,7.310766,6.038887,6.643374,6.5672326,6.1755548,6.5566525
6,9.310055,8.884648,9.742863,8.346871,8.758598,9.653899,10.113908,10.366897,8.897949,9.572096,11.171807,8.5636,10.445492,8.631087,9.851797
7,9.370636,9.313833,10.334956,9.194765,10.232601,9.091169,12.099344,10.53447,9.779209,9.8881855,9.698034,8.413973,10.518355,9.760518,9.485902
8,6.5524893,6.5651364,6.9098415,5.973051,5.8932943,6.8645945,6.2122717,6.0588865,7.2800727,6.0821657,6.1815944,5.764544,6.0955896,5.969749,5.8699093
9,0.6543017,0.547561,0.88783175,0.72777075,0.5352974,0.7023644,1.0027792,0.58275753,0.44669944,1.3960868,1.1818031,1.3343412,1.1598418,0.95098567,1.0723271
10,0.19338375,0.15454014,0.057862006,0.06545034,0.113032304,0.06268077,0.2764848,0.13191444,0.23585893,0.07002112,0.09447927,0.061229177,0.057078257,0.06870714,0.2958233
11,0.70125717,0.45466745,0.37341988,0.16457492,0.37313268,0.20652233,0.25520536,0.5195947,0.29143068,0.075236805,1.1998518,0.37656373,1.1508038,0.45829055,0.26815775
12,0.44408754,0.30310303,0.3328594,0.24637689,0.2828514,0.6397739,0.22730064,0.29290193,0.33544767,0.38955557,0.37218243,0.37364295,0.23003577,0.36923817,0.45810717
13,0.0781517,0.0037399197,0.019049136,0.044370234,0.15783292,0.0039087962,0.013003404,0.039852418,0.0057687913,0.025627114,0.0052776043,0.0035274066,0.009685566,0.23450388,0.0050431867
14,0.8815641,0.8454217,1.1088977,0.7951971,2.147671,0.65303636,0.94820875,1.1167705,1.0188211,0.8458615,1.7019794,1.0204995,0.6673539,1.0095006,1.6490033
15,1.0620717,2.335178,3.417133,2.3909736,3.676426,1.7619293,3.0340626,2.0570493,2.2127593,2.6386132,3.3896039,2.128742,3.7136676,3.265304,2.1400518
16,1.8984052,2.5257416,1.4853333,2.9675379,1.0537133,2.038564,2.6659086,2.0409417,1.979873,1.9099927,3.1123736,2.090102,1.9211284,2.6279466,1.9671311
17,7.473412,7.548971,7.0093865,6.4092274,7.573476,6.7891903,8.57876,8.805224,7.3076725,7.436582,6.4503727,7.114536,5.920435,6.68364,6.499812
18,8.532872,8.877744,7.6624837,8.280506,9.147662,7.4285207,8.301866,7.766147,8.45387,8.522974,8.824983,7.44031,8.712244,9.7878,8.524069
19,8.266379,9.848273,10.334382,9.199094,8.845068,9.761818,10.476737,8.516562,10.434933,8.633493,10.224398,9.095063,8.836237,9.895678,8.062617
20,5.2003884,5.342757,4.8063555,4.6916556,6.067894,4.3947606,6.399522,6.0575,6.095331,5.130026,4.9574704,6.2312284,6.0092974,5.664796,5.048849
21,2.1638513,0.97753906,1.9646078,1.7016011,1.4989111,1.5130697,0.85640377,1.1599898,2.8687868,1.6046551,1.4329172,1.7009804,0.773978,3.216374,1.8404462
22,0.21911141,0.739762,0.1030114,0.07431165,0.11293462,0.3326855,0.15449333,0.07740739,0.33387476,0.062938645,0.34249994,0.5066528,0.09878889,0.15877867,0.28220966
23,0.23783137,0.1486024,0.5778525,0.11953216,0.06295251,0.03748776,0.431503,0.4167215,0.29065734,0.036315322,0.081673846,0.038741395,0.18901393,0.19078794,0.15109484
24,0.1685331,0.2149911,0.09966484,0.1770841,0.16079868,0.22217229,0.2497089,0.10979695,0.14802097,0.15593973,0.1065135,0.10656912,0.14878334,0.096347414,0.41136795
25,0.075532645,0.1820977,0.32539192,0.07100232,0.16519196,0.1880773,0.08893315,0.17285556,0.15507482,0.17668764,0.10063929,0.23972405,0.3033385,0.1385472,0.15453401
26,1.7676061,1.0077021,1.0274771,1.0238607,0.85288197,1.2222712,0.99775696,0.6513163,1.2683467,1.3300463,0.687583,0.98505276,1.1411508,1.3758354,0.7234318
27,1.9149712,0.5771193,2.1008914,1.2522471,1.5204465,1.0557504,1.2835053,1.687745,0.922248,1.9152125,1.855499,1.2099599,2.418578,1.5763247,0.968776
28,2.0172746,1.8460242,1.6483352,3.4811685,2.4206877,2.0199926,2.0806804,2.21695,1.3231037,3.2212589,4.270854,1.9841404,2.7097983,2.1208138,2.912441
29,6.424233,6.695139,6.702457,7.4194746,7.269455,7.4959645,5.553787,6.0516205,6.467391,7.0691476,6.2201037,6.9904246,5.818192,5.527601,6.654435
30,8.960559,9.20819,8.814785,8.297071,7.7506466,9.184068,8.850326,8.428371,9.132931,7.924683,8.774929,8.702565,6.7874346,8.436957,7.938264
31,11.517043,11.986095,11.939296,13.506132,11.863171,10.940537,12.785445,11.982606,10.811122,12.660307,9.698262,11.4232435,10.698518,12.411849,13.616318
32,6.5876117,6.291274,5.477356,6.632505,5.182889,5.8253717,5.7830358,7.3376284,6.6927714,6.0318885,5.6384516,6.359555,6.0050626,6.2854643,5.2424603
33,0.28546613,0.50711143,0.2540429,0.2643665,0.32335022,0.2592946,0.3925567,0.29509994,0.25549352,0.320988,0.25565153,0.27267736,0.3203425,0.3891614,0.32335588
34,0.45986226,0.25962347,0.7387749,0.6687922,0.48969477,0.06770807,0.050319135,0.28852823,0.028710714,0.04181079,0.82201684,0.7756989,0.12039338,0.90008885,0.6121654
35,0.25104398,0.25993744,0.23732488,0.24490316,0.47115973,0.39954808,0.85020185,0.14547636,0.45654094,0.35559022,0.41564986,0.56232125,0.20023662,0.327553,0.17752379
