time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
187,0.1692796,0.17084767,0.92860276,1.075327,0.19958192,0.32362616,0.025026921,0.20473272,0.07617115,0.6628084,0.026480768,0.49478546,0.29501653,0.046585385,0.006428077,0.022565769,0.46366265,0.33778036,0.2177654,0.17211461,0.037124995,0.012679615,0.48765117,0.043449227,,,,
188,0.5245269,0.24521193,0.43258148,0.73503345,1.1792248,0.6083411,0.042151153,0.6394535,0.9031708,0.4850654,0.7903626,1.0822015,0.7197057,0.8591503,0.8586935,0.5589622,0.5351296,0.657585,0.7917542,0.8231884,0.5765538,1.2192161,2.248124,0.74577105,,,,
189,0.4574631,1.2502868,1.9516326,1.0141512,1.3585258,0.77549195,0.8478934,1.3207568,0.5724104,1.2193408,0.82413346,0.60647196,0.93114686,0.69443995,0.41484457,2.3203385,0.8003943,1.3050346,1.3597717,1.1420376,1.5042739,1.2037429,0.82686454,1.3515161,,,,
190,0.6514684,1.316333,3.297396,1.6327418,3.5943232,1.1111019,1.7940668,1.7092661,1.3154502,2.2988527,1.5388545,1.5328418,1.8263215,1.956285,1.3696477,1.4965165,3.3077803,2.14083,1.0281081,1.2801738,1.7112184,0.8103739,0.7921489,2.623247,1.420096,0.7685654,1.4295877,1.3397815
191,3.3573046,2.5258293,4.644311,4.4481564,2.150311,2.7155664,2.2917912,3.1483037,2.3846192,2.9680998,2.4559927,2.5374808,1.6920692,1.8841637,2.5958838,1.5068492,3.0061903,3.0069175,0.94363964,2.712607,1.9834615,3.1099432,2.4102378,3.835464,,,,
192,4.962776,4.453193,4.2023005,2.574263,6.4233,4.2637568,3.8419752,2.848126,4.2882957,3.1049168,4.480972,3.6827168,3.6748455,4.4868493,5.1472483,5.7883015,7.167991,3.609952,5.115939,7.0237174,3.7068198,5.8989186,5.253317,3.9583347,,,,
193,7.3245907,6.546534,4.960315,7.504245,7.226072,7.5399265,5.9231143,6.5676045,5.0769033,6.204527,4.924011,6.920411,5.6202054,7.501877,5.6385136,6.208152,7.016095,7.003166,6.884573,7.3713107,6.6312513,6.664545,6.8621745,6.875519,,,,
194,6.1485324,4.8358035,4.758875,6.461775,6.3817716,5.500388,5.720438,4.6649146,6.6032133,5.8432055,6.3925924,4.414469,4.405247,4.4264007,5.2463803,6.874252,7.116493,7.278109,6.639964,6.961171,5.7514567,5.494988,5.0845256,6.2095537,,,,
195,2.238954,2.169772,2.5837648,2.0750952,3.5313609,5.8577223,2.3626869,1.0359485,2.3511183,1.6469688,2.5925505,2.198641,2.3629775,4.74336,1.5238903,2.121639,3.4335485,5.816932,2.7361383,3.2531984,3.3354452,3.9521353,4.2842875,4.192508,,,,
196,0.9382292,1.0025723,0.60766613,0.6613649,0.95582074,0.48769268,1.1437926,1.4666088,2.2478228,0.37463537,1.9756315,1.6516316,0.75370497,0.45821074,0.9057877,0.89169574,0.6865788,1.8245354,1.11132,0.50006074,1.4424853,1.3717868,1.563622,1.0115237,,,,
197,0.5627215,0.18958154,0.60469615,1.04544,0.13042039,0.23634346,0.5484842,0.123234235,0.20607232,0.12630807,0.2728142,0.100844994,0.39849922,0.4397988,0.5352749,0.8658484,0.33072922,0.09938077,0.31167346,0.012970384,0.5118058,0.50217927,0.15275767,0.31334537,,,,
198,0.28718656,0.3010292,0.03389538,0.10648383,0.66590303,1.3253053,0.014019229,0.30207807,0.6006046,0.01696846,0.057073846,0.16819961,0.13434577,0.50974965,0.2481196,0.1610654,0.25964653,0.75783813,0.20741192,0.38706574,0.8214853,0.58196425,0.23998848,0.1091423,,,,
