time,0,1,2,3,4,5,6,7,8,9
0,5.563444,8.863127,9.618925,17.909298,7.44356,16.638147,9.366772,12.768309,6.788094,14.817045
1,7.5223074,2.8879294,3.6327374,3.4702811,4.1447825,2.7337332,7.0811176,3.676577,2.6155295,4.2907577
2,3.0969415,1.0694692,1.0549877,0.9640846,0.9332906,0.4240662,0.41788217,0.7403544,0.83883804,0.76765
3,0.32261717,0.6986119,0.34193295,0.56765044,0.039247215,0.93761134,0.19789046,0.34971574,0.36173755,0.384628
4,0.25037402,0.15165257,0.10470999,0.0058047664,0.2256089,0.06758732,0.117266424,0.10372178,0.13834491,0.008446461
5,0.12763952,0.048939407,0.030949477,0.3589163,0.11182952,0.07022834,0.08652239,0.057277527,0.18756758,0.08668052
6,0.516044,0.60448575,0.1283439,0.21647027,0.26030165,0.53021365,0.4477626,1.0195975,0.5647205,0.1930907
7,4.251314,2.034578,3.1643147,2.9175227,2.7269251,1.5159421,2.1179278,1.4259555,1.2370492,1.7026417
8,7.4110494,8.845329,4.302684,6.214215,7.156539,3.1126387,3.8458023,3.9127767,5.335979,4.0596876
9,7.121529,5.079783,10.766351,7.8431396,8.20468,7.3449764,5.8096957,10.416833,6.6318665,5.709765
10,7.8823924,11.2003975,7.771375,5.3183904,8.270536,6.64028,5.946191,7.769131,10.327234,6.981395
11,13.381901,11.423679,9.2108965,10.55692,16.889936,10.4695835,10.062282,11.699808,13.727075,19.03607
12,9.715842,12.793487,7.716879,11.552641,10.929209,8.1948185,12.663489,11.226689,10.268393,5.159248
13,4.043421,3.1078966,4.85054,5.2336226,3.037412,5.036242,6.702871,3.5084202,4.2374825,11.554855
14,1.2582791,1.9645345,0.13327207,1.1566831,1.7396202,0.76595247,1.7502154,0.4400038,1.5179553,0.9099564
15,0.28880936,0.040123023,0.15853938,0.24014561,0.10552069,0.090721354,0.14355962,0.60417956,0.29177305,0.92653847
16,0.1536952,0.12224074,0.06714186,0.14932118,0.06045743,0.17921267,0.06150093,0.09441849,0.13752414,0.038440816
17,0.027877774,0.070890196,0.14122775,0.025352158,0.04197451,0.037361257,0.2525109,0.06144441,0.20174573,0.03530271
18,0.8815459,0.1948156,0.28441212,1.1064391,0.29196036,0.79281455,0.51072216,1.3045044,0.6227605,0.45057327
19,1.3208753,0.969297,7.512743,2.1517804,2.0731034,1.610832,1.3517445,2.984445,2.5304027,2.7898555
20,7.6629877,9.003934,3.7765355,7.9509254,3.2273118,5.4003363,4.048316,6.6716847,9.14232,2.1547136
21,6.995367,8.14982,5.6340413,4.900449,6.114425,5.33619,5.4677887,5.8215694,6.8075027,7.4290347
22,5.0609164,10.589764,6.891873,10.56752,13.185567,7.1531796,7.6293454,4.384081,9.41117,4.177422
23,19.66467,17.012989,15.433295,11.584808,12.774654,7.711601,15.696106,9.992434,11.050014,11.918431
24,10.688143,10.036182,9.845653,14.566188,9.823992,12.379574,9.353548,12.581173,13.273478,12.979131
25,5.689221,8.361704,2.254012,5.3856997,6.797066,4.739755,4.165311,8.71147,8.588577,4.463062
26,1.3608016,0.5261997,0.31018102,0.9715557,1.5172274,1.7963257,1.1418104,1.5240781,1.3783748,1.446142
27,0.21975556,0.13400444,0.24173096,0.20635888,0.45950392,0.5041336,0.60765624,0.12549955,0.39627406,0.40039137
28,0.28494707,0.29698676,0.36118108,0.3368101,0.03639758,0.18110147,0.08474647,0.061034862,0.13698274,0.029944446
29,0.083539315,0.106436506,0.2153431,0.09650011,0.10534819,0.11651705,0.14309236,0.08157876,0.04961354,0.0592412
30,0.042965814,1.1326442,0.53798175,0.128849,0.39154944,0.2691061,0.83504146,0.29145572,0.5719839,0.28591976
31,2.1819086,2.2962854,1.5450372,2.6219,2.0660853,1.2145917,2.0577176,1.8902898,2.8806143,2.440067
32,6.1044736,5.3223886,5.6732945,8.807575,2.973181,7.9940114,3.4734883,5.254567,5.494904,10.734396
33,6.7607126,7.797175,5.8906145,4.5768404,5.307218,8.942808,9.627588,7.7821126,8.929241,7.161543
