time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,9.852917,8.589327,8.073289,8.404552,9.771885,9.622986,8.871914,9.695303,10.61532,11.5473385,11.666538,7.9373374,9.598912,9.884726,9.325275
1,3.2155051,11.111939,6.059979,3.9379358,6.998855,8.851728,7.237714,6.1657233,5.7923274,5.9739146,5.6786447,4.5052905,4.445388,5.1054873,5.2874613
2,0.32384306,0.033998962,0.5254509,0.44583812,0.32136968,2.090301,0.731974,1.4777186,0.7164831,1.6969559,0.55895305,2.0019627,1.0219619,1.5752633,0.17395332
3,0.34273565,0.2543074,1.0964437,0.34821722,2.264544,0.28543437,1.134932,1.2889731,1.3711058,3.529697,1.0025129,1.6303556,0.445494,1.1675248,0.551255
4,0.26209217,0.25778538,0.09465504,0.070271164,0.33934578,0.6176195,0.7881297,0.4377002,0.09989964,1.275418,1.2136801,0.7097927,1.6918638,0.090745695,0.13660863
5,0.54046696,0.030509952,0.20689124,0.09723223,0.025473485,0.4002445,0.28639844,0.012291906,0.22097346,0.14430997,0.16528526,0.14867355,0.17815931,0.28363693,0.5768702
6,0.36058453,0.12821294,0.47810426,0.6391224,0.13398848,0.5486136,0.46699148,0.16834007,0.6813835,0.8178256,0.3111814,0.9574026,0.11473195,0.49563906,0.8142357
7,0.45743853,0.9896746,0.51106733,0.34361377,1.4405109,0.38906378,1.2273278,1.1252769,0.6933302,1.5881541,1.798126,1.512184,1.2559943,1.0541539,0.29528713
8,2.9036355,1.8788464,1.6415193,2.5480182,0.45165128,1.2825832,4.653274,1.132625,1.4285839,1.2237164,2.557369,2.1890588,2.511506,2.9056807,1.4531144
9,2.1959944,4.6971974,1.5778028,3.3024228,1.8582572,2.7846172,2.7174215,1.4540441,3.9600203,2.552948,3.6302,4.3582745,5.836334,1.9842412,4.298595
10,5.2537923,3.617779,4.999008,5.768314,7.178712,5.5445333,5.948849,5.6437497,6.9400563,6.2478085,4.4725714,7.4822593,6.225524,7.518585,6.0733714
11,8.799549,7.8725834,12.15983,8.469372,9.662388,9.306951,8.901749,8.956285,7.795954,8.697557,9.973393,10.0996895,9.462239,9.576047,8.142048
12,10.158945,9.198192,7.2531457,7.098671,10.534163,8.633353,9.888447,7.3137736,8.52674,8.40969,8.21724,8.675317,8.8081875,11.071047,8.936674
13,3.792336,5.064135,7.5536966,6.9241033,5.706495,5.3271365,5.05974,6.795522,6.057811,5.475573,5.4868445,4.980998,4.972102,3.9542139,5.14717
14,4.325514,0.20138003,1.3410486,0.620381,1.297537,0.13432318,0.7478298,0.2761244,0.75456685,1.7577899,0.695554,1.0589131,0.3612205,0.65684277,1.4639834
15,0.8815068,1.1875657,0.64354604,0.38082945,0.030950299,2.7332683,0.30251342,1.1894994,2.366753,0.23880975,0.09518533,0.19170758,0.36515152,2.02349,1.9553777
16,0.73291487,0.8805096,0.67474407,0.397486,0.05308411,0.5585655,0.6684618,0.3322093,0.5443497,0.38973048,0.43128204,0.42894772,0.021436252,0.04440051,0.7735251
17,0.05567765,0.25486726,0.197566,0.19701926,0.035370573,0.18897992,0.4318402,0.64608955,0.4475909,0.17347462,0.53552574,0.9881672,0.26933554,0.19915931,0.07476839
18,0.42666572,0.22127326,1.371172,0.19927771,0.4591184,0.044791706,0.69245106,0.37172383,0.9711765,0.17660825,0.8112678,0.34023649,0.41246298,0.83205724,0.108933076
19,0.9544822,0.66956484,0.8146907,1.0390092,0.6529316,0.49753344,0.3508989,0.8613476,0.93446964,0.7622867,0.8610429,0.5442406,0.5062622,0.6877976,0.38658935
20,2.845297,1.8395549,0.63904834,2.5473485,2.0453844,0.7404854,0.5263705,1.5177052,2.7071562,0.7480115,2.458803,1.9111663,1.9202336,1.953527,2.9239454
21,3.063,2.9278717,2.1237593,2.223135,2.0328023,2.8794236,1.8123133,1.8409194,5.3680725,3.867404,2.9600742,2.5959108,2.4130232,3.357964,3.2995493
22,5.3268223,5.374091,7.8361,6.0466027,3.4264026,4.4186015,6.2546515,6.9818563,5.514667,6.2543435,6.3003845,5.4430637,5.677002,8.9071,4.648888
23,9.741586,9.172284,9.804391,8.183104,8.060312,9.454039,9.513185,8.35927,8.895766,8.666889,10.54161,9.425678,8.50461,11.185846,10.3484535
24,9.6962595,9.01864,9.960832,8.473617,7.6349483,8.0985565,9.899135,12.873582,10.925345,8.155704,10.996935,10.707597,11.248193,9.315515,10.391636
25,6.183315,7.0107374,6.061638,5.4903255,6.150462,5.7274685,8.781152,6.73984,6.041789,5.351086,6.8756876,6.5705004,4.7993417,4.011831,5.1023703
26,0.19221506,0.43535286,1.3128248,2.321699,1.1447968,0.1502073,0.14717247,0.93740124,1.1745948,0.20374714,0.5106154,1.4492276,1.146857,0.4853191,0.52297676
