time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,5.3125305,4.814702,5.9277353,4.7395277,5.881773,4.8377767,5.6050444,5.2714386,3.2294388,6.2707286,5.0285625,5.095097,6.4716296,5.931765,5.727053,6.0480413,7.0043187,5.0536833,5.964965,5.559985,6.055414,5.797928,5.919241,5.3204226,,,,
1,3.670868,1.7905985,4.2471104,4.046168,1.7995708,3.3874304,3.4614623,2.7516115,2.3214288,2.348616,3.1397676,3.2222426,3.18654,2.405025,1.3703643,2.2762556,2.5571284,0.9088096,2.4223568,3.8162942,1.9087442,1.8491573,1.864568,2.016256,,,,
2,0.79417384,0.82404,1.2567877,0.90756345,1.0842265,0.66438687,1.0624502,0.80350965,2.2502215,1.0867811,1.4608765,1.5483772,1.2197769,2.030078,1.6028756,2.540077,1.1235011,1.2801843,1.966898,2.0105238,2.1334052,0.4334642,3.312547,0.5202484,,,,
3,1.4405435,0.7916504,0.6741797,1.1060965,0.3000323,0.43203118,0.85423845,0.49468157,0.4950035,1.2613672,0.35350272,0.95974606,0.54526496,0.29154807,1.6367816,0.13583075,0.29181808,0.8718404,0.25174385,0.58128923,0.48746422,0.20298807,0.33860075,0.25553423,,,,
4,0.41624653,0.09080308,0.0025546155,1.0835929,0.43171963,0.38099077,0.22914693,1.3062704,0.3204069,0.13767922,0.13139653,0.40190536,0.4807142,0.17525077,0.07425,0.10080346,0.26588768,0.20830499,0.6711473,1.0700828,0.48228234,0.20968613,0.6826015,0.1653023,,,,
5,0.46289423,0.18531345,0.22334193,0.23177423,0.5597516,0.06973269,0.153495,0.20184575,0.2734788,1.0600302,0.38054422,0.61284804,0.27308422,0.76772416,0.98822075,0.24634382,0.20326845,1.2440561,0.5696896,0.0057842303,0.27759117,0.29249305,0.58932686,0.05815384,,,,
6,0.4250112,1.200908,1.5362688,1.0210776,0.78770417,0.59207886,1.1886958,1.1852688,0.49927154,0.39874846,0.7128,1.27521,1.0510579,1.2029642,0.5460023,2.0494661,0.18586384,0.44416034,0.5180158,0.6957173,0.9736303,0.5047235,0.6245619,0.3312381,,,,
7,1.2092781,1.0846834,0.45328844,1.0005472,0.69274724,0.85466415,0.7049596,2.0298808,0.93744,1.5367986,1.1642504,0.61516386,0.32309648,1.787888,1.0368207,1.2444091,1.0064458,0.7735916,1.5033183,0.92444885,0.8455673,1.0524807,1.9834199,0.86972183,,,,
8,1.8675587,1.5527285,0.94222736,0.43172997,0.968407,1.6632831,2.122553,1.5840796,3.083452,1.9670641,1.5910478,1.4800153,2.0733507,1.9945004,0.3354023,3.5078712,0.89096874,0.8679358,1.4444169,0.651323,1.96533,1.216942,1.4772738,1.9172698,,,,
9,3.0777094,2.389095,2.584876,1.7118621,2.31957,2.1367695,3.4630094,4.5865107,2.8812532,0.91805184,3.2251601,1.8856279,1.8699682,2.7437503,3.9043972,0.99744225,4.332524,2.3809013,1.1138331,3.0559328,4.238159,3.9974742,2.9879444,3.3617594,,,,
10,3.9968202,3.9736938,1.8181281,5.6073604,2.9414525,4.245324,2.1338205,3.6549897,3.4437356,1.551368,3.9520314,1.982776,2.5482805,3.2804377,4.757119,3.6417184,3.0196903,4.448582,3.0057127,2.8077822,5.9594293,1.4559957,5.786173,3.3482907,5.5433702,4.4005013,3.3678653,5.272393
11,3.4037652,7.2440577,5.42809,7.517672,5.493514,5.4126797,7.568764,5.7024207,5.823547,4.4730277,7.895101,7.570883,7.509883,6.4149094,4.1540227,7.1990204,7.2391872,6.4175673,4.6280494,3.8404284,6.891999,6.837791,5.9266148,6.7414427,,,,
12,6.0670347,5.276662,7.059867,6.265277,7.2311196,5.9642687,6.4470496,6.030221,5.192297,7.105247,7.3933682,8.163731,5.3259993,6.501859,5.3733006,5.638586,3.8915722,8.214666,4.0647044,7.0843225,7.1943264,6.2017756,4.4027553,5.665368,,,,
13,3.6231818,3.0973153,1.5377433,3.144866,3.6234622,4.3553076,3.5048282,3.7052617,2.0198698,1.0693246,4.2877865,3.263251,4.003477,3.4026232,1.4863707,2.8240027,3.0140204,1.7353419,1.587901,2.6507769,3.4094145,3.4553556,1.948268,1.2634027,,,,
14,0.48505497,0.98780537,0.50279194,0.59425956,1.5937787,1.6069361,0.6013731,0.36493614,1.1130439,0.5049519,1.0988169,1.4362338,1.0299045,1.2564762,0.93974537,0.9931846,0.41879076,0.7305057,1.792447,3.634532,0.80721694,1.1621839,1.0287935,0.619515,,,,
15,0.1885846,0.36577728,0.5374557,0.49461922,0.13838539,1.1463368,0.5754842,1.0503831,0.695468,0.41622573,0.593055,0.5285873,0.67727417,0.3644273,1.0404761,0.828983,1.3014104,1.039853,0.43416002,0.32345998,0.4694573,0.873533,0.14582077,1.061588,,,,
16,0.11364922,0.3005204,0.11102192,0.51801574,0.5581107,0.54867107,0.101893835,0.3242596,0.14995384,0.30818418,0.7254795,0.7819823,0.05457115,0.023261538,1.0064769,0.514298,0.3993923,0.068091914,0.32160112,0.06577615,0.791318,0.18844962,0.09865384,0.0951023,,,,
17,0.19059922,0.1666523,0.56696886,0.22179462,0.88440573,0.06073961,0.4327892,1.0661365,0.71204185,1.1479777,0.4705165,0.82979304,0.15449192,0.76538765,0.23099539,0.7626461,0.556148,0.2336954,0.8278304,0.34263003,0.6851977,0.06428076,0.5541127,0.32943118,,,,
18,1.0282534,1.5139523,0.6190996,1.0201328,0.8480284,0.9088096,1.09593,0.9078646,1.1167823,0.9801416,1.2694256,0.8710512,1.3370608,1.1897861,0.9261415,0.24671768,1.7490392,2.2283099,0.7908611,0.36022153,0.4492696,1.1629107,1.6687247,0.010208076,,,,
19,0.6435658,0.4832896,0.29961693,0.60762465,1.9809067,2.5411775,0.7307134,2.0922506,1.2983469,1.1986961,1.1348723,0.89613,1.6656922,1.4811057,0.7503715,0.7681396,1.4718738,0.97281003,1.0280874,0.97762835,0.8999204,1.7697564,0.7137864,1.1085161,,,,
20,2.1680894,0.62997234,2.2981362,1.496257,0.7417003,0.7741938,2.180499,2.6909132,2.0247405,2.4622753,1.4855192,1.2742339,1.0018141,0.41352576,1.2310545,0.81302196,1.7656753,0.98604,2.4625452,1.3921719,3.4964066,1.6125958,1.6228143,1.4967346,,,,
21,2.8430064,2.0572443,4.857051,2.6773305,2.8486452,0.8707915,3.595756,3.0866916,3.9588542,1.2311273,3.0957994,1.297215,2.9850469,1.4866614,4.8569884,4.0393143,2.4432092,2.0407119,1.0849742,3.8104787,3.3162231,2.6788154,3.65094,2.3507757,,,,
22,5.0927916,2.2432742,1.6981544,5.2875347,2.9545374,4.5575585,2.5770564,4.0168834,2.520585,2.7191286,3.355726,4.5258436,1.7127967,3.8175507,3.0740433,3.615414,3.7361662,1.3602185,2.131359,5.6658044,4.1898913,3.3611467,4.695757,3.3677516,4.637468,3.5921838,4.298587,5.0203905
23,7.732,6.2135305,7.085891,5.4146833,6.87069,6.570159,4.1381235,6.7949653,7.6912723,7.4442425,7.6689863,7.3352456,6.190466,6.185616,5.9462614,5.329997,5.738632,7.58673,6.552609,6.9041386,7.3597226,7.720276,7.6121297,7.527298,,,,
