,0
0,767.54407
1,708.155
2,838.09955
3,741.53424
4,775.1591
5,837.8851
6,849.281
7,825.4608
8,724.9627
9,809.48755
10,751.0299
11,890.4246
12,758.5087
13,713.5128
14,685.69226
15,771.699
16,854.0874
17,784.86566
18,836.1493
19,825.9724
20,825.187
