,JJA,MJJ,AMJ,MAM,FMA,JFM,DJF,NDJ,OND,SON,ASO,JAS
2001,-1.5252532333333333,-2.1499506,-5.076830533333333,-2.7942963226666664,-8.284950455999999,-4.557083289333333,-6.272054166666667,-1.6835428333333333,-2.82492313,2.68437187,3.9801482033333335,4.4346465
2002,-2.623250333333333,-3.57002,-7.362564,-7.720443666666667,-6.173754333333332,-4.696311933333333,-6.913584266666667,-7.067817600000001,-5.323142933333333,2.0675532000000003,3.5290603666666667,3.4189402333333336
2003,5.231641233333334,1.5465444666666663,-0.3417968,-4.982170133333334,-8.627004033333334,-11.100827666666667,-10.843829,-10.326660333333333,-9.235242333333334,-6.713495953333333,-3.898099286666666,-0.19397228666666647
2004,0.6075109,-0.8216425333333334,-2.925735433333333,-6.529731666666667,-7.3559391666666665,-7.4774246,-6.980809600000001,-6.3963166,-3.941197766666667,1.9204965666666667,5.5400314,5.227226233333333
2005,3.0311279466666665,-0.9972635866666666,-3.417210953333333,-2.057474833333333,-6.1568935,-7.274564166666667,-11.809209333333333,-7.112622666666667,-2.7600429,2.1689122666666667,3.8129247,3.2449875
2006,1.9121018,2.7788824,-1.6810989333333335,-2.106127433333333,-4.179255166666667,-3.790028833333333,-2.6466369066666666,-1.9909108066666665,2.0497945266666666,4.1129481,6.812914533333333,4.725003566666666
2007,3.7938081666666665,1.1255799,0.5024617666666668,-1.2728320666666668,-3.2458698,-9.4694365,-7.747904500000001,-7.8562495,-1.5106277666666668,1.2581253000000001,2.7607090999999997,4.140065533333334
2008,7.556137,6.047999,2.5199839333333336,3.2972819333333327,5.2304916,5.587010666666667,5.085968,-0.021441133333333157,4.1154022,5.2883632,10.183558333333332,7.896161666666667
2009,-1.651641836666667,-3.9166107033333333,-2.5012868033333335,-3.6752065,-3.206838,-0.3531265666666668,1.2725219666666665,3.7434743000000004,5.644220866666667,7.767468666666667,9.781331333333334,8.862078333333335
2010,14.471288,7.583010333333334,3.3357748333333332,-3.6200791666666667,-6.8299665,-14.831268666666666,-15.916193999999999,-16.979761999999997,-9.780494833333334,-6.604672766666667,-0.7347640666666667,-2.4549814666666667
2011,2.7278568866666664,1.0382665199999999,1.4018503866666665,1.8867543666666666,3.1121419333333336,1.5501429333333334,0.8835805266666666,2.51887766,7.29386646,13.342315666666666,15.959052999999999,16.281494
2012,-0.5098724066666668,-3.687876406666667,-0.5177714066666667,-3.9617003333333334,-0.8522160000000003,-0.08402500000000046,3.844785,3.455879166666667,6.005271833333333,10.698743166666667,11.10083,7.827212
2013,2.7918776,1.6201069333333333,0.06648756666666673,-0.05358639999999978,-2.7958145,-5.209460066666667,-7.885180266666667,-7.224606966666667,-2.717915866666667,2.140388466666667,4.815432266666666,1.1445541666666665
2014,2.2188111333333334,0.17996469999999998,-3.7048185666666664,-3.4821953666666663,-8.035105266666667,-7.095029266666667,-8.434873,-6.579724666666666,-1.956883666666667,2.5708059999999997,7.036074333333333,5.2641906
2015,-5.378611226666667,-4.5683491599999995,-7.372388166666667,-5.905080133333333,-6.716484133333334,-7.3680851333333335,-9.146196999999999,-7.736129699999999,-2.0254033666666666,3.163698966666667,6.591456333333333,5.039166933333333
2016,7.5289025999999994,5.953277466666667,1.1959381333333334,-1.7702484,-9.071512866666666,-9.263226866666665,-15.764470333333334,-14.572901333333334,-12.346026026666665,-6.624458359999999,-3.1947784266666663,-3.235951726666667
2017,6.5466766666666665,4.066098566666667,-0.5348459333333334,-2.0238214666666665,-1.7025629333333334,0.6623230000000001,-0.4006296333333334,-1.1182479333333335,0.20089213333333303,5.537605133333333,7.6297606,8.903742266666667
2018,4.327857946666668,4.020502713333333,3.3132502,-2.3457057999999997,-4.536702616666667,-6.453542250000001,-3.3202616833333334,-3.6981456,-0.8750686666666668,3.8609136,7.6911901,9.638992333333334
2019,2.8068187666666664,0.4569473333333333,-1.917521166666667,-4.049105433333334,-6.328671866666667,-7.396565866666666,-7.6252542000000005,-6.480295733333333,-1.5701369000000003,1.8594665333333331,4.7833277333333335,2.5590540466666667
2020,7.712198766666667,7.5663527666666655,7.580739266666666,4.68371329,-0.8966852766666668,-4.12000531,-5.117350266666667,-4.272992433333333,-1.2419636666666667,5.187288933333334,9.430064,8.986363833333334
2021,13.445264266666667,7.892659500000001,4.466771466666667,-0.5112813166666667,-1.9032974166666667,-0.30557505,2.3977915666666667,7.3597691,8.9602711,10.863652433333334,9.970606433333334,9.234687766666667
