time,0,1,2,3
145,0.4345442,0.89703935,2.8309138,2.3040617
146,0.4927972,0.67210704,0.12935798,0.18285018
147,0.057997745,0.44696727,0.50138026,0.08117723
148,0.46505636,0.091578156,0.028903438,0.007016466
149,0.0065011177,0.06399141,0.62890476,0.09909341
150,1.4488704,0.46479636,0.35861924,0.17880939
151,0.60477203,2.5470538,1.5639223,1.4685898
152,2.100727,2.3126285,2.0823977,1.8549984
153,3.3230746,3.5145097,2.6389117,2.2318137
154,2.7759128,4.4244595,2.4194896,4.1601124
155,4.116544,3.3823726,3.1992502,4.3160443
156,2.0711672,2.289355,2.01477,3.0023038
157,0.8336357,2.6723561,2.106775,1.6698552
158,0.75913626,0.098182805,0.685303,1.304175
159,0.6070319,0.11042048,0.17759667,0.10643481
160,0.007980461,0.10793499,0.012664775,0.042276043
161,0.26015818,0.06286839,0.21698497,0.15088348
162,0.34545544,0.9183945,0.832409,1.2901696
163,1.5664306,0.5272365,1.4196203,1.3115672
164,2.542044,1.7098264,1.1266193,1.7187206
165,2.2243278,1.5500687,2.5899749,2.8093965
166,2.2251816,2.509186,3.5706518,3.2486613
167,3.1358302,2.8894842,2.2296517,5.260317
168,4.030896,2.8468094,1.596329,2.9653714
169,1.633951,1.1508236,2.5341344,2.2659636
170,0.37144667,0.39864862,1.6202798,0.54121584
171,0.027620098,0.17621924,0.283038,0.25491637
172,0.19373932,0.16593637,0.114187844,0.037309453
173,0.08354377,0.9610202,0.7302746,0.33923307
174,0.6522639,0.96885747,0.36834052,0.11988023
175,1.7263286,1.028578,1.5298659,1.9440157
176,1.4951286,2.2561572,2.659176,2.4564028
177,2.9105513,1.959338,4.2812085,4.3088684
178,4.089427,3.4501712,2.9873326,2.9940097
179,2.8422356,4.97794,4.368542,2.8517406
180,2.197311,3.873756,2.2964551,2.357014
181,0.5036814,0.87669724,0.86359787,2.6872067
182,0.33971375,0.51729274,0.8373944,0.5327064
183,0.27308035,0.3297017,0.16929697,0.039667606
184,0.13352197,0.08302096,0.037357774,0.015206037
185,0.14118233,0.02227162,0.2483136,0.020388814
186,1.7169755,0.234457,0.2090234,0.5603827
187,0.46547472,1.0938541,1.6229295,1.0372665
188,2.1771944,2.8682551,0.7638271,1.280738
189,3.1985059,3.3044047,2.1543236,2.9189618
190,3.5479255,3.031959,2.5242739,2.8155494
191,4.521883,4.5671287,4.3085213,4.0029554
192,2.4201467,2.1198022,2.1181178,2.788598
193,1.67213,1.5406296,1.0682527,2.7739754
194,0.7938885,0.09849016,1.1618448,0.31480488
195,0.03203058,0.018700924,0.1793213,0.4621272
196,0.4971606,0.13848767,0.006941686,0.039319567
197,0.15662259,0.25761774,0.15352629,0.03377787
198,0.4661031,0.45110226,0.12196357,0.46815124
199,1.018292,1.1387876,0.6095011,0.5542911
200,2.5818594,2.515757,2.1604576,3.0352225
201,2.675221,2.0934737,3.7735877,3.2874374
202,5.2119856,5.4576597,5.6329923,5.04546
203,8.144648,6.591088,6.1117907,7.753875
204,3.842467,1.6358603,3.9166617,2.0304284
205,1.2367337,2.032923,1.1388062,0.7231887
206,0.074518755,0.043096934,0.32799798,0.9157968
207,0.008253038,0.008822621,0.10168804,0.03914018
208,0.009778627,0.034542743,0.0028340647,0.093493834
209,0.014066622,0.27874514,0.72533745,0.10932243
210,0.3715305,0.2943053,0.09434858,0.16829473
211,2.289225,0.741722,0.26231003,0.43571573
212,1.6839365,1.4683073,4.230338,2.2393608
213,3.0590003,2.0511167,3.510579,2.9424996
214,6.430859,4.589692,7.302348,3.0525906
215,2.7960129,5.744336,3.8979466,4.4448166
216,3.1895227,2.041434,2.7495084,4.746921
217,4.804134,2.3126967,1.8684369,1.3747832
218,0.20991619,0.07461703,0.70848304,0.5708713
219,0.0796673,0.35446578,0.26227447,0.61535513
220,0.062448997,0.28898394,0.04915321,0.034482215
221,0.041783568,0.16763684,0.015795354,0.017471116
222,0.37474582,0.48683593,0.23959525,0.20689406
223,1.9146957,3.6594691,1.5681834,1.5904815
224,5.8874083,1.1930995,3.8288598,2.875898
225,3.2249467,3.058291,2.882271,3.1673026
226,6.081059,6.6681166,8.225787,6.7039366
227,6.799492,5.2194085,8.62438,8.875412
228,4.476239,3.1543045,2.1701357,2.209981
229,0.55180013,1.5910138,1.0044008,0.56275237
230,0.19049698,0.35577303,0.20560636,0.43721464
231,0.42372257,0.055248626,0.3300282,0.028706368
232,0.021600278,0.11903807,0.08278612,0.12160941
233,0.0033786115,0.07182375,0.021096477,0.09247203
234,0.009880919,0.31210738,0.46873906,0.096318595
235,0.5587264,0.95624924,3.2971883,1.0943495
236,0.8240258,1.6350026,1.6842188,1.6805246
237,3.7478538,4.0965757,3.8866525,3.1417303
238,6.963887,7.953186,5.993373,8.392218
239,6.948626,7.6690464,5.8240356,4.759796
240,3.307111,3.690502,3.1955454,4.110351
241,0.4208287,0.5105466,1.8512249,0.73194224
242,0.23479488,0.1805168,0.28372255,0.27790633
243,0.12582515,0.011511207,0.043353397,0.07134299
244,0.006369682,0.15442358,0.06576433,0.002925145
245,0.27851516,0.006244361,0.10567152,0.009634672
246,0.07799189,0.022644106,0.55991083,0.11925066
247,0.7818008,1.8016243,1.8981456,0.3645792
248,2.6257849,1.7537074,1.8338424,2.8064613
249,2.3716753,2.5049052,1.7007792,1.877053
250,3.5275285,4.424505,5.1297894,7.9844656
