time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.8397544,0.522434,3.921172,1.4052947,2.3982866,2.6114376,1.4687425,2.21453,2.332443,0.5135966,1.977312,0.97500515,1.2769042,3.0180957,1.6052108
1,2.212837,4.081884,3.5704434,3.1151798,1.2123922,3.2046316,5.886031,3.1855044,2.333661,2.3290074,5.224515,2.5447235,2.2440877,4.3333883,2.9546218
2,7.55201,5.165411,5.4950213,7.8086123,5.729963,8.191057,6.416585,4.253552,5.260575,6.90577,7.880749,6.4553843,6.4103775,6.336466,4.8704004
3,8.135604,8.87883,9.585572,8.527236,7.538252,9.291111,9.909849,8.710314,9.163223,8.288773,8.826296,10.3338785,9.156938,8.956512,10.017862
4,8.499633,8.594895,9.030992,8.364982,9.245375,10.476232,9.77276,10.422306,9.523248,8.535095,7.871534,9.981664,8.757682,9.204583,9.256829
5,7.6113815,4.254377,5.955356,5.259595,5.8275523,5.73375,5.2067695,4.0378685,4.694587,6.6197553,4.033593,4.8620596,4.600622,7.528123,3.9850516
6,0.50232035,0.28711396,0.7749188,0.70723474,1.5507934,1.4086993,0.31960568,0.20332903,1.0933936,0.18778434,0.09481205,0.09895165,0.2309091,0.1053907,0.48295245
7,0.3597155,0.31855324,0.8036014,1.2436479,0.32864052,0.2696776,0.62450004,1.3354086,0.7847996,0.13089001,0.55259424,0.6797953,0.6058824,0.042722717,0.25206012
8,0.16967045,0.14340883,0.0072020465,0.0298575,0.29571387,0.18868068,0.32013792,0.10124809,0.16647962,0.13623407,0.968208,0.7554706,0.021654872,0.207415,0.44768238
9,0.28086516,0.3049382,0.016963132,0.09290589,0.06903374,0.02554246,0.08654713,0.15622704,0.22756553,0.3188345,0.1266608,0.13333601,0.17819165,0.14431013,0.062031813
10,0.4064611,0.6310079,0.42251036,0.26517627,0.5679759,0.736165,0.29702276,0.32744792,0.5162205,0.1872008,0.22613525,0.49639222,0.7189683,0.667977,0.03109515
11,1.1081903,0.331304,0.60795856,0.19904423,0.68179935,1.2482561,0.66957,0.69186985,1.6528962,0.768714,0.6546603,0.8563133,0.31319693,1.1851258,1.4037572
12,4.2421603,1.3291054,1.5107827,1.6120069,2.3712084,1.7743554,1.8836764,4.7575574,2.5247858,1.5355248,1.329145,1.0690322,2.0794067,0.6229311,1.1761924
13,3.1752384,2.5690114,4.089198,3.7722144,6.0632806,2.5533242,3.4813437,2.7660093,5.468415,6.9491835,5.6735487,4.9145527,3.2838376,5.0992537,1.8706691
14,6.3181133,6.3460236,7.266026,7.9650517,4.879466,5.4840236,6.7592707,5.689687,6.9612074,7.226032,6.061745,5.7105465,6.531161,7.294409,3.9974318
15,9.607458,9.779631,8.9145565,8.934514,9.143559,10.90093,9.076139,8.885792,8.971832,9.195297,10.474781,8.579691,9.475,8.90623,9.475514
16,9.537086,10.84142,11.742355,8.6381235,9.175149,10.025379,10.464722,7.9866138,8.293069,10.73587,10.350037,8.253384,9.268915,9.871077,7.454835
17,4.9919124,4.062071,3.90557,5.041606,3.2731512,8.584229,5.3349566,5.367824,5.135982,4.8239164,2.776942,5.0042086,4.260823,5.903003,5.0563016
18,0.10972032,0.82598627,0.32016814,1.1564432,1.6580092,0.13340613,1.0812966,0.93648,0.21410602,0.19114263,0.16069093,2.3417096,0.15247549,0.35990715,0.34523004
19,0.31573474,0.0769059,0.6367547,0.28211692,0.64166707,0.29318324,0.30680084,0.86498415,0.14544098,0.47231203,0.19699962,2.1346006,0.2216223,0.6073434,0.67324704
20,0.26769668,0.018091839,0.13700002,0.18111174,0.31274334,0.20861325,1.0552385,0.49418876,0.55010504,0.1749575,0.007405099,0.6585584,1.0047597,0.3114834,0.297715
21,0.02300057,0.0040835384,0.067091495,0.05330532,0.15531509,0.14984319,0.073552124,0.1237257,0.121560626,0.15355156,0.08866354,0.060615942,0.060472634,0.34333017,0.11191369
22,0.585953,1.7307478,0.044567343,0.5286287,0.28121966,0.15568995,0.30659786,0.10764652,0.29099718,0.1917309,0.5996592,0.23003013,0.62214494,0.42682445,0.21061237
23,1.7077708,0.33563948,0.103746384,0.41556674,0.65002954,0.58572394,0.3217454,1.1444331,1.4663453,0.5348874,0.8736829,0.14713942,1.1710744,0.28904107,0.72156876
24,1.5955758,2.161125,1.1757052,1.0668584,0.3272103,2.3209765,1.5991917,1.0412453,2.619869,2.7098577,3.439972,0.811959,2.328238,2.2955194,1.8179177
25,3.470614,2.427343,4.3401995,1.204718,2.6782,2.150232,4.528304,1.9680085,3.0531247,2.0783157,2.0687642,1.751295,2.9727683,3.5849385,4.6524425
26,7.628161,7.070252,5.383398,6.129788,5.2619,6.2558365,5.6864066,6.0388846,5.367642,7.044887,7.96673,6.020231,6.1647415,6.5467105,5.4929433
27,8.710125,9.315272,9.876081,9.407772,7.995582,8.165737,9.378458,8.245805,9.066178,7.9744425,10.215759,9.9570055,9.096798,8.670155,7.7237396
28,9.985793,12.14073,12.195022,9.435493,8.425584,9.350351,9.625568,8.286393,10.827897,11.265143,11.355968,11.278535,7.8422794,10.768699,8.596276
29,4.3994956,7.6982956,6.929549,6.7936215,7.8732862,6.804955,7.1167903,7.558477,6.7316723,5.872434,4.1256037,5.4525824,4.429829,5.971585,4.917201
30,0.10273513,0.5023778,0.15230909,1.0779203,0.7702522,0.8715675,1.2042937,0.6190654,0.571731,1.1024098,0.7751658,1.0872235,0.61344254,0.049058422,0.19848649
31,0.0768395,3.0658672,0.60783285,1.0304086,0.36291486,0.41536972,0.50004584,0.8102941,1.0461891,1.3509042,0.095153436,0.79724354,1.0803967,0.25115496,0.27638394
32,0.0701676,0.28653812,0.1391576,0.09228206,0.07587199,0.10447982,0.1587242,0.19038501,0.067216314,0.012637412,0.12373858,0.2122937,0.41317877,0.50569874,1.7931983
33,0.25621516,0.29836813,0.1474913,0.022811143,0.02384579,0.12487118,0.10235704,0.43916225,0.18751733,0.23407592,0.04382887,0.050302975,0.00912869,0.07459815,0.2983052
34,0.26128232,0.60956603,0.019627789,0.32029027,0.5294893,1.3224672,0.57133585,0.36578515,0.42136732,0.27459064,0.27323997,0.011899045,0.462354,0.18680373,0.23620036
35,1.7540321,0.27789453,2.088631,0.6005445,0.7763863,0.5928285,0.7768393,0.3727549,1.5795487,1.1169878,0.9619559,0.9784912,0.9452132,1.2020302,0.6997054
36,3.1925154,2.4170177,1.2691873,2.5653384,1.3125619,0.906021,0.7916858,1.5432336,2.1163008,1.2612351,3.8623843,2.3101945,3.2399938,1.7344768,5.5023417
37,4.1780376,1.2705137,1.953793,2.606031,1.2983415,4.365021,2.914781,5.1667233,1.4064206,1.8581097,2.5266838,4.2601414,2.466689,2.9286687,3.1457102
38,7.135558,6.960965,5.8305125,7.1474385,6.52803,4.6073203,5.564657,6.9149823,5.0046697,6.13344,5.843229,4.7052755,4.866875,5.6437435,6.5661893
39,9.63968,7.3589025,7.9389696,8.095948,8.42268,10.762054,10.021103,9.092863,8.137824,8.781356,9.779705,8.674922,8.736384,8.802963,9.087464
40,9.239602,8.663636,8.094808,9.396277,11.492458,6.376056,9.756555,9.873453,8.359235,8.18064,7.5851064,11.57427,9.423366,9.100448,9.780346
41,5.662849,7.2884164,5.604695,5.2144704,6.387866,6.2547464,3.6345592,5.3092504,5.7168756,5.1310725,5.169615,4.8763075,7.531016,5.144827,4.776758
42,1.1623096,0.95357174,3.0971222,0.43410623,0.24664894,0.10243655,0.7718799,1.8331857,1.5761001,0.22097932,0.11952779,1.5077808,1.3931342,0.27629334,0.19111934
43,0.47258133,0.79125315,1.2789955,0.15372665,0.287736,1.1074545,0.9405388,1.1678584,0.7272823,0.053873204,1.4712802,0.0058057266,0.016486688,2.1461322,0.089410014
44,0.56144756,0.109437995,0.4805942,0.23411323,0.013228855,0.20692906,0.1478875,0.11600562,0.3162189,0.119769774,0.3745027,0.75628024,0.18069433,0.27678728,0.29384464
45,0.08243667,0.008104453,0.034084056,0.060358576,0.013468308,0.04009613,0.21417207,0.6101724,0.10102494,0.20422363,0.001956414,0.5754244,0.016455116,0.02936294,0.117450744
46,0.6009268,0.20293066,0.23466781,0.30622384,0.75336754,1.4637833,0.347978,0.84745127,0.4171302,0.45271257,0.22622545,0.19531481,0.28490812,0.1021266,0.44456547
47,0.32366878,1.0275977,0.5556161,0.95218426,0.63589257,1.1235818,0.34242943,0.78754705,0.9936966,1.4130906,1.0294195,0.9789025,1.4432062,1.6421597,0.42285618
48,0.80545276,1.2896177,1.8292923,2.5796955,0.95350295,0.7821182,0.7558469,3.0604289,2.4302104,2.2952495,1.7994723,1.2786971,1.2118974,1.5372819,1.6548666
49,3.2103155,5.624805,5.3288937,8.814541,1.7466257,1.8551363,3.947525,2.5584288,3.4600132,3.9122825,2.8920665,2.8006861,4.651606,2.124238,2.2307518
50,5.5106106,5.6486697,7.0624413,6.4349895,6.2727222,3.8639004,6.1993184,6.556161,6.6832957,5.366577,7.687512,9.63323,6.3277707,6.3613176,4.028499
51,10.399139,8.560225,9.315736,8.618848,8.275552,9.519949,8.8398485,9.346828,8.500547,9.702186,8.278529,8.451202,10.822872,7.8455405,9.58377
52,10.953383,8.883866,12.332143,9.793911,9.043276,8.118729,9.448109,9.1115055,10.175622,7.4477797,11.54855,10.065276,10.711766,8.63047,9.535971
53,7.733286,6.795632,8.252991,6.186948,5.007249,5.2664523,4.8097844,6.754404,8.197681,5.2412753,7.4148808,6.0013895,5.6211877,5.016751,7.1140385
