time,0,1,2,3,4,5,6,7,8,9
0,1.1946578,7.207696,3.9418297,2.3032095,4.0441804,2.6006868,1.3092932,1.1337107,2.2571502,4.473065
1,2.6541133,3.16437,3.6567118,7.6570582,6.732154,2.833247,4.1322145,4.0943713,3.7537858,3.6954193
2,5.4342957,5.5484867,4.64544,5.690574,5.9412556,3.6897447,4.9139786,5.1586742,5.439716,5.217094
3,2.7788885,2.390205,2.165605,2.2503755,3.688397,2.1914303,2.5995405,2.5418446,2.5983746,3.1218748
4,4.162285,4.1102514,3.3796222,3.5655036,3.2156236,4.4607058,4.6732035,4.2176886,3.2322664,3.6383092
5,8.427639,6.3358145,6.7072225,7.3446712,6.796639,9.658925,7.15946,7.6183624,6.9826016,5.262106
6,2.507423,1.6935302,1.5119402,1.4386264,0.33613813,0.87122434,2.3929996,0.45855597,1.6516312,4.8693814
7,0.7440461,0.15244862,0.060352083,0.31368798,0.11573736,0.06569631,0.35387534,1.590668,0.0424315,0.13754287
8,0.09161707,0.09176361,0.25450122,0.42297858,0.10504597,0.08442593,0.53089076,0.09811355,0.07068229,0.036061242
9,0.028021442,0.05784321,0.13491537,0.09152925,0.12699628,0.06708642,0.05689742,0.09564615,0.05613545,0.07662024
10,0.16673753,0.1568554,0.6061494,0.50453174,0.1833271,0.013423393,0.07511753,0.12112275,0.982204,0.71666646
11,2.3060846,2.9547198,0.56635654,0.11150129,2.9851854,3.328351,1.1362972,0.46009147,2.188859,1.3117197
12,3.6961799,2.0229456,1.2683879,8.806977,0.75293547,3.014128,0.43865734,4.170432,2.1313767,6.9473467
13,5.338349,2.6380289,4.9202375,4.7170095,3.8355975,4.9697185,2.7891965,3.1811113,4.899268,7.7124405
14,5.808398,5.678109,6.464215,5.331245,5.0,4.38388,5.285545,4.8518043,4.4609356,4.140531
15,2.5352464,3.5142283,3.2359698,3.0516138,3.0688968,2.667852,2.9558775,3.160742,4.2054996,2.9955168
16,3.533449,3.583387,3.7473922,4.010404,3.6428294,4.9592166,4.244985,4.236318,4.765921,5.504314
17,7.0044856,7.584389,6.271807,7.842325,6.5141354,6.4816008,6.505187,8.450416,5.686175,5.8341856
18,2.3372312,0.7191387,0.6954391,1.9044989,2.0651433,3.727859,3.3269277,1.9620942,0.7830514,2.0001845
19,0.2773184,1.9238912,0.41831714,0.081791125,1.5512059,0.25916648,0.02868883,0.108961396,0.60369384,0.027945718
20,0.6269979,0.065672554,0.09490219,0.17840202,0.5582483,0.36241552,0.12538087,0.38669935,0.3471676,0.6604255
21,0.30514842,0.339402,0.06034173,0.036068473,0.2647157,0.05439996,0.40942648,0.21432805,0.26990196,0.15799943
22,0.32248512,0.18695594,0.16958024,0.764763,0.117004305,0.0510739,0.97670275,1.0703528,0.9630196,0.5449486
23,2.525199,1.9122529,2.6965818,1.4355177,0.5278543,0.3711247,2.6217475,0.91136175,2.8089995,2.0077672
24,4.812185,2.5627794,3.4150412,2.2241833,2.0163667,2.0075538,0.9305991,3.0329554,4.2069454,2.068863
25,5.446761,3.734228,3.5383744,6.2916903,3.1276236,4.5600166,4.599374,3.6784673,4.3237863,3.2182693
26,5.006221,5.703126,5.7452855,5.1263676,3.9368515,5.1152954,4.721149,5.1097684,5.7199225,4.8248706
27,3.650173,4.6474023,2.9132414,3.5818427,3.3982668,5.1344266,4.400153,2.9737132,3.0094874,4.0473275
28,5.4383216,3.2203193,4.3680058,4.191862,4.105359,4.5048275,3.620571,4.0514956,4.8659534,4.150892
29,5.588198,6.94012,6.1643476,6.40769,3.8980558,5.5727696,6.6310472,5.8820767,6.4253163,6.1727066
30,5.917416,0.88245267,0.5448431,2.0381315,2.5883367,1.7580355,2.2839694,2.1507409,1.6845372,1.77715
31,0.4200244,0.5685783,0.7149373,0.2347783,0.15915264,0.8181026,0.20176493,0.14392045,0.3419188,0.42707413
32,0.06364742,0.06869418,0.14165606,0.12984262,0.1888233,0.39435837,0.020173367,0.1380212,0.12040949,0.12846805
33,0.121402316,0.2360279,0.091039844,0.07749695,0.031755663,0.15287393,0.114108875,0.14492193,0.14722838,0.16145675
34,0.07201945,0.06263759,0.13498756,0.019251892,0.20623073,0.30979902,0.038843155,0.06624703,0.38832715,0.09009487
35,0.9460194,1.7402165,2.386653,2.8513353,1.352495,0.21995522,0.07469546,1.0966207,0.32933214,1.4079165
36,4.118851,2.1816583,8.069975,2.061355,2.0441847,2.0239716,3.7747614,4.289362,6.084861,3.6436486
37,4.4671607,4.0511384,4.96815,3.310875,4.1564574,5.3695326,5.210258,4.5408216,5.2470474,5.4342747
38,5.8869114,4.4060035,3.890559,4.4047422,5.4015856,3.87359,5.4257812,4.701377,4.974881,4.296672
39,2.3478408,2.242113,2.7469342,2.268017,3.1352246,4.355919,2.3554945,2.305289,2.4154005,2.6374066
40,4.5687313,3.780781,4.562983,4.575742,5.113724,3.7288754,3.7879703,4.8443775,3.4600325,3.3069751
41,7.2357883,6.959819,7.858576,6.780612,5.6422367,6.269785,6.2002974,6.835993,7.186905,6.313489
