time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,1.8266019,2.2518,4.672225,1.2675877,1.7907751,2.59065,3.642601,2.100091,2.4788804,3.8272288,3.1953773,2.1233525,2.2126083,2.223263,2.1948924,1.1448207,2.0575452,3.2005281,1.652753,2.3252606,3.701191,1.9469388,2.5038347,4.566707,,,,
1,2.0571923,5.208611,2.5146658,4.136867,2.441288,3.579141,3.3763812,3.618717,3.1776404,3.7804258,3.9267554,3.8561919,3.1390822,4.9403663,3.3523927,5.6928463,1.7436807,2.0939226,1.709401,4.1340947,5.3191867,3.167505,5.4226074,3.1784399,,,,
2,5.2780943,5.754759,5.215642,4.10508,6.602964,5.0794063,6.1308794,6.201681,5.7134905,6.0923004,3.8098662,5.912086,4.4891343,5.4621935,7.11884,6.556939,5.7049856,3.9290812,3.2874782,4.854236,5.4728994,5.556102,4.205437,6.2902727,,,,
3,4.320374,5.5473785,5.2931833,4.4010415,4.0066547,2.5439916,4.607851,5.0588346,5.5560184,5.2477407,3.770602,5.36382,4.1622267,4.16719,7.2473917,5.8436923,4.5615773,3.9868822,5.345605,5.5480323,6.658709,5.6498117,4.803975,5.9586506,,,,
4,2.6091654,1.786943,2.2792776,2.3344197,3.4444005,1.107945,3.0586843,1.1338546,3.6047285,4.5618677,3.3210206,3.214734,3.5485685,3.7787328,1.8845687,3.3217063,3.6362352,3.686933,4.087405,3.6739626,3.5678318,4.7077303,2.0291746,4.19472,,,,
5,0.7443173,0.5805623,0.47386038,0.64283884,0.53994805,1.2828841,2.0353847,0.81824535,0.44539613,1.3557842,0.41141766,0.4430388,0.7787942,0.79863924,0.92619354,0.69671416,0.28377,0.5097185,1.8244212,0.6097638,0.69106495,0.6182584,0.81892025,0.65666074,,,,
6,0.12573692,0.30283615,0.78182644,0.6531819,0.43865654,0.721845,0.3683527,0.12785538,0.5533027,0.59748924,0.19053692,0.43408728,0.25995806,0.15637152,0.5553277,0.046138845,0.99928033,0.68925804,0.6063888,0.05414538,0.1745446,0.022036154,0.074416146,1.3843833,,,,
7,0.8202704,0.010083461,0.4282823,0.46559423,0.009044999,0.028266924,0.0100938445,0.3190673,0.060054228,0.4242946,0.43294495,0.04855846,0.12712845,0.022472309,0.5583496,1.0086265,0.5735423,0.15370268,0.3710319,0.25678042,0.6825808,0.81892043,0.011921536,0.14696307,,,,
8,0.54790264,0.41898805,0.107750766,0.41938263,0.00740423,0.29197383,1.5608597,0.101364225,0.12228922,0.62065727,0.25075728,0.8592646,0.2967196,0.28601307,0.0037384613,0.37736654,0.15082616,0.8144966,0.26527497,0.42586267,0.19744268,0.9194539,0.18509538,0.63589156,,,,
9,0.7336004,1.1530973,0.53881615,0.71428496,1.3263022,0.36688846,1.3382758,1.3150039,0.34571424,0.8716847,0.32975307,0.6851457,0.8663261,0.82466304,0.38751227,0.24560653,0.8817784,0.52585614,0.43036965,1.0313169,0.14941384,0.26530614,0.6104803,1.6981131,,,,
10,1.1652057,0.65584046,1.0981004,0.37308806,1.1527339,0.79218,0.67704576,2.0770373,0.7521888,0.39729458,1.3851206,1.2116663,0.99279,1.0100803,0.65418917,1.4050176,0.4717938,1.9466482,0.8941672,0.85154885,0.9591127,0.37674347,0.76170117,1.229767,0.64661884,0.38059616,0.82394654,1.8585032
11,3.379486,1.3220445,1.2666945,1.7202947,2.645844,1.0277758,1.139265,1.9690164,2.0313659,1.5567887,0.49201265,1.4275625,1.943512,1.3044426,2.7132404,0.19262423,1.1453712,2.3431325,1.6669695,3.1069107,2.3005452,3.7963765,1.6111003,1.0808203,,,,
12,2.3482625,2.898315,1.0537581,1.9914473,2.8148952,4.6798053,3.6063173,1.3503842,1.6554427,3.9606197,1.6737093,3.234891,2.575696,4.156359,1.0503104,6.0575223,4.1367736,4.448769,3.381189,2.5156627,2.7117758,2.2835767,1.7824153,1.8597392,,,,
13,4.543996,2.4253476,2.6211703,4.4497347,6.598976,5.686677,3.703081,5.0423226,5.4223166,2.850255,6.092986,4.5023117,6.1053233,1.6673226,4.9579577,6.091802,3.454536,3.0592246,2.553265,3.838642,2.790616,3.264923,2.9911222,3.195616,,,,
14,6.804571,6.318125,5.611368,7.23249,6.3538055,2.4623587,6.2665334,4.9334607,5.7625065,7.401665,5.263152,3.7618995,4.416442,6.0895586,7.042991,4.26439,6.911668,5.6009007,6.423694,5.545893,6.9798527,4.794421,4.7962794,7.7150006,,,,
15,4.9364414,6.6875362,6.400433,8.077382,5.86115,4.6410503,6.756376,6.276171,5.747386,5.4577074,5.2979813,6.622757,4.5344214,3.2821302,7.9565573,5.9920063,7.594186,6.842132,5.770835,5.0799985,6.04181,5.933904,4.248595,5.4662957,,,,
16,2.3718982,3.0549357,3.1818876,2.5015292,2.2201164,2.585852,2.3411906,3.2935743,1.3528037,2.6927824,3.3233466,1.3507373,3.6602964,3.104958,2.6721485,2.1238198,1.6929415,3.376381,1.1443846,6.265215,2.4387333,3.5770533,2.7057219,2.867805,,,,
17,1.7657377,0.9263284,0.63095886,0.7361238,0.5924423,1.0237985,0.5970634,0.66872764,0.73329926,0.7355111,0.6666923,1.2281989,0.64655656,0.6307408,1.8887849,0.6490177,0.16573845,0.945353,0.97711957,1.4818637,0.98215616,1.0703527,0.48042342,1.0236843,,,,
18,1.3075995,0.36744925,0.8784969,1.1576977,0.55773693,0.11148923,1.2315011,0.034424998,0.60065657,0.836865,1.2824895,0.23301,0.016075384,0.7104012,0.7133399,0.2857638,0.09686769,0.54578424,0.63322264,0.056533847,0.09653538,1.7683443,1.2953249,0.31450844,,,,
19,0.090616144,0.30531806,0.052608456,0.034539226,0.47795188,0.22128576,0.02940923,0.86415577,0.024227304,0.5673115,0.05805,0.56565,0.9863827,0.4348661,0.5171642,0.77733,0.09340961,0.08414654,0.12992193,0.012658846,0.31046885,0.23830613,0.95591414,0.4279292,,,,
20,1.4454448,0.56311613,0.41628805,0.3435542,0.1659877,0.3269077,1.1459007,0.46122223,0.7418042,0.40288156,0.45395306,0.25613654,0.12937154,1.1986442,0.5041627,0.03299192,1.0111084,0.7321361,0.19158576,0.2410477,0.820665,0.14366077,0.28419575,0.10548692,,,,
21,1.495613,0.54765344,0.73283184,0.41944498,0.81046736,0.9471393,0.25030038,0.34666964,0.3213727,0.9056423,0.45580152,0.6459127,0.91271424,0.27524424,0.5253576,0.25130767,0.24772498,0.32415578,0.08732423,0.7974761,0.6783334,1.0694283,0.31577536,0.9054034,,,,
22,1.4570031,1.7907853,0.5450261,0.54508847,0.6774612,2.056268,1.2579507,1.0472468,1.0252522,1.1965362,0.7670181,1.896698,1.8720762,0.59443617,0.5694715,0.74091107,1.2610557,1.628048,0.3740227,1.1541564,0.57518303,0.8051815,0.87540233,1.0992115,1.9264188,1.0350242,0.58430076,1.3253365
23,1.4303042,0.95790803,1.5523753,1.9506047,1.4764222,1.4898391,1.0970931,2.428328,2.0787091,1.3808526,2.2145295,2.730406,0.5821823,2.0930815,1.6411326,1.2917111,0.6479169,1.1059614,1.2157788,2.2263887,1.7416869,0.9416561,0.78562725,4.409526,,,,
24,2.327618,3.3830376,1.6242057,2.811811,1.8580152,1.5155308,0.8588388,2.51451,1.6213812,3.3792055,0.87110305,1.4031588,1.5722098,2.7564714,2.6488764,1.9437196,4.022969,1.7044892,1.5564978,2.333797,2.7379456,5.3371625,2.0068579,1.8791689,,,,
25,3.9150205,5.179337,2.4169154,2.582031,2.994601,3.955832,2.4427626,1.5481591,3.644221,5.7213516,4.008212,5.016423,3.0943658,4.0572276,5.050412,2.4920065,6.1480455,5.515706,3.5820277,5.82957,5.577078,4.6914783,6.7098117,4.4571185,,,,
26,4.860488,6.9308376,6.4931364,7.76872,4.876958,7.6311855,5.9933767,6.5652056,5.5908794,8.066592,5.9114313,7.319886,6.1132884,5.5404105,5.7717485,4.6898165,5.002622,4.4065976,5.9675913,6.846047,7.3573446,5.101619,6.875051,4.370002,,,,
27,6.643568,6.64551,7.0438643,7.1687174,7.169466,6.5799937,7.0500536,8.181726,7.222957,6.0848236,5.948557,5.778208,5.396303,6.7293243,6.2337904,6.695844,7.0363765,5.84875,5.336488,5.403987,6.382281,5.244231,7.153588,7.567175,,,,
28,5.113239,5.9007254,4.452684,3.5663362,3.4541097,3.849805,3.3233364,4.883718,2.1858785,5.6094995,4.0884647,3.0694222,4.8399053,2.8244908,2.278561,4.0061245,6.112177,4.6513934,5.2602644,3.428491,3.3092651,4.5659595,4.1697135,4.4282284,,,,
29,0.83403003,1.572698,1.2293618,1.49769,2.4571245,1.5311284,1.3956403,0.6683226,0.88750035,1.4504609,0.6623411,0.4952838,0.86296153,0.8639688,0.9065873,0.40835425,0.41932037,1.3717349,1.2579092,1.7244484,1.0409019,1.1481439,1.3244122,1.1946772,,,,
30,0.43777385,0.15082616,1.1187866,0.27345806,0.020281155,0.12062769,0.18506423,1.0781099,0.00405,0.35340917,0.52796423,0.6326307,0.018110769,0.19073422,0.94242454,0.43727538,0.017768076,0.32295117,0.2851823,0.87885,0.27196267,0.32166344,0.011018077,0.17687076,,,,
31,0.022596924,0.2058023,0.20381883,0.8382254,0.42415956,1.279935,0.6615311,0.37504038,0.7856065,0.42508382,0.24739268,0.8747376,0.08022115,0.30474693,0.81303227,0.40963155,0.88121766,0.061954614,0.06090577,0.06767654,0.1044796,0.1215,0.017383846,0.029876538,,,,
