time,0,1,2,3,4,5,6,7,8,9
0,5.886796,5.33047,3.407639,4.8112745,5.121473,4.719398,5.119217,4.185703,9.5209675,6.3154325
1,7.5738626,5.8424854,5.0673676,5.5767775,4.27567,8.20891,11.931936,8.47282,8.035554,5.34228
2,6.9468412,8.093673,9.929037,6.587454,4.0119476,9.157743,9.877359,6.5518165,6.3293886,5.8880844
3,8.946649,9.979026,10.564394,8.66959,4.923966,12.901225,11.404979,8.567361,11.250734,12.126568
4,7.282123,7.040535,10.86831,11.548774,9.6406,8.477723,7.9527164,9.646746,10.429224,11.610387
5,6.221931,4.182599,4.406874,2.5831757,5.340779,6.8049207,3.824383,4.433624,4.2825384,3.2552502
6,0.94956774,1.5306288,2.2503588,1.5008086,1.2619503,1.2569745,0.89986825,0.14558306,1.68668,3.061621
7,0.31038013,0.25797194,0.18144083,0.11352416,0.33364588,0.23852414,0.29312015,0.08125254,0.28636992,0.046009727
8,0.10508083,0.22421306,0.06453317,0.043510698,0.07695642,0.073443025,0.1348036,0.11139114,0.15293655,0.12704246
9,0.068753704,0.16551974,0.23501632,0.09889311,0.031383142,0.18772803,0.10495766,0.059775095,0.33323163,0.2565901
10,0.8719867,0.5726194,0.19377416,0.63930905,0.5565501,0.25563645,0.9267775,0.14862794,0.7501578,0.52550703
11,2.5559134,3.4983702,1.6251845,1.6815802,4.1413608,1.3625556,1.3911482,1.9204445,3.0877473,3.5228324
12,4.373887,5.021546,5.5692673,12.009355,6.921198,7.462292,5.9121137,5.132136,3.175854,4.8711233
13,5.1737614,8.718304,7.1230764,7.18164,6.4892154,10.480523,5.599605,5.571251,7.312396,9.711315
14,7.5450864,9.841933,6.758487,9.239102,4.6188083,10.707308,10.834028,6.02692,6.8611307,6.5293226
15,9.069161,10.272314,10.819256,11.097717,6.029195,8.835217,14.678896,10.805599,7.4965878,12.929246
16,13.042088,10.571156,7.68219,9.729785,12.477269,15.9661255,9.618618,10.824453,13.205252,11.836556
17,5.406963,7.6960993,7.4937506,2.7644095,2.7304711,7.0648065,3.2240496,5.3729544,7.5903745,6.014497
18,1.3585091,0.45351154,1.0046804,2.0019088,0.9122982,1.1907188,1.9803507,2.6331816,1.0404086,1.5843406
19,0.34839976,0.18942116,0.23755363,0.5229483,0.1979302,0.18997039,0.50849223,0.057269152,0.36056137,0.66666085
