,JJA,MJJ,AMJ,MAM,FMA,JFM,DJF,NDJ,OND,SON,ASO,JAS
2001,0.0030000000000000027,0.13833333333333334,0.2233333333333333,0.17300000000000001,0.12166666666666666,-0.071,-0.16033333333333333,-0.24233333333333332,-0.11466666666666665,-0.052,0.09000000000000001,0.14233333333333334
2002,-0.112,-0.163,-0.20066666666666666,-0.13933333333333334,-0.062333333333333345,0.004333333333333332,-0.025333333333333333,-0.06,-0.13133333333333333,-0.17666666666666667,-0.19899999999999998,-0.11633333333333333
2003,0.2333333333333333,0.132,0.047999999999999994,-0.01566666666666667,0.04466666666666667,-0.005333333333333329,-0.05499999999999999,-0.013999999999999993,0.2323333333333333,0.39233333333333337,0.287,0.044000000000000004
2004,-0.16466666666666666,-0.31966666666666665,-0.25333333333333335,-0.10433333333333333,0.122,0.16,0.18699999999999997,0.11033333333333334,0.046000000000000006,-0.025000000000000005,0.06033333333333333,0.16433333333333333
2005,-0.19399999999999998,-0.10099999999999999,0.04800000000000001,-0.042,-0.21733333333333335,-0.29,-0.20033333333333334,-0.050333333333333334,0.020666666666666667,0.041666666666666664,0.045000000000000005,-0.07466666666666666
2006,0.17766666666666667,0.021333333333333333,-0.004333333333333335,-0.06466666666666666,-0.09700000000000002,-0.14033333333333334,-0.17500000000000002,-0.14966666666666667,-0.21833333333333335,-0.2843333333333333,-0.31233333333333335,-0.316
2007,0.2113333333333333,0.2113333333333333,0.22266666666666665,0.24666666666666667,0.207,0.24533333333333332,0.25366666666666665,0.385,0.5336666666666666,0.6313333333333334,0.537,0.3373333333333333
2008,0.303,0.31,0.16966666666666666,0.12566666666666668,0.042333333333333334,0.12833333333333333,0.010333333333333332,0.041,0.05666666666666667,0.22266666666666668,0.3056666666666667,0.27699999999999997
2009,0.042333333333333334,0.15166666666666667,0.25033333333333335,0.2456666666666667,0.21466666666666667,0.18000000000000002,0.11866666666666666,0.036,0.06633333333333334,0.125,0.20566666666666666,0.25733333333333336
2010,0.04033333333333333,0.04,0.15633333333333335,0.35100000000000003,0.3686666666666667,0.34,0.23066666666666666,0.215,0.14433333333333334,0.06866666666666667,0.05266666666666667,-0.028
2011,0.315,0.15933333333333333,0.12933333333333333,0.22866666666666668,0.3393333333333333,0.3486666666666667,0.1456666666666667,-0.08566666666666667,-0.26366666666666666,-0.27033333333333337,-0.12933333333333333,-0.0050000000000000044
2012,0.5073333333333333,0.156,-0.12366666666666666,-0.12,-0.02266666666666667,0.07966666666666666,0.018000000000000002,0.17033333333333334,0.30533333333333335,0.4276666666666667,0.42700000000000005,0.36133333333333334
2013,-0.18266666666666667,-0.29733333333333334,-0.3436666666666666,-0.155,0.07666666666666667,0.151,0.20233333333333334,0.12066666666666669,0.21033333333333334,0.2843333333333334,0.531,0.6553333333333334
2014,-0.1466666666666667,-0.064,0.030333333333333334,-0.015333333333333332,-0.014333333333333332,-0.032,0.055,0.16566666666666666,0.17466666666666666,0.036666666666666674,-0.09833333333333333,-0.123
2015,0.4706666666666666,0.3506666666666667,0.26566666666666666,0.082,-0.11299999999999999,-0.1466666666666667,-0.061,0.07166666666666667,0.18300000000000002,0.13133333333333333,0.00033333333333333365,-0.18833333333333335
2016,-0.4406666666666667,-0.3413333333333333,-0.04700000000000001,0.09300000000000001,0.09433333333333334,0.13066666666666668,0.214,0.38066666666666665,0.48433333333333334,0.504,0.574,0.4673333333333334
2017,0.5383333333333333,0.59,0.5756666666666667,0.549,0.40399999999999997,0.206,-0.02666666666666666,-0.17333333333333334,-0.2373333333333333,-0.26733333333333337,-0.2916666666666667,-0.44133333333333336
2018,0.21766666666666667,0.207,0.15433333333333335,0.058,0.08899999999999998,0.04666666666666666,0.11299999999999999,0.152,0.25533333333333336,0.24233333333333332,0.25866666666666666,0.40599999999999997
2019,0.6533333333333333,0.6769999999999999,0.5569999999999999,0.4256666666666667,0.38466666666666666,0.4243333333333334,0.4423333333333333,0.48466666666666663,0.6153333333333334,0.7256666666666667,0.596,0.36466666666666664
2020,0.305,0.4543333333333333,0.33666666666666667,0.18699999999999997,0.10566666666666667,0.16366666666666665,0.22799999999999998,0.5026666666666667,0.7976666666666666,1.0266666666666666,0.89,0.7466666666666667
2021,-0.0020000000000000013,0.023000000000000003,0.17533333333333334,0.26033333333333336,0.3383333333333334,0.26866666666666666,0.17966666666666667,0.11966666666666666,0.15866666666666665,0.09733333333333333,0.026333333333333337,0.08766666666666666
