,0
0,844.2457
1,775.0016
2,909.6258
3,820.07916
4,825.3659
5,897.5327
6,894.60986
7,845.8663
8,741.2051
9,820.9362
10,792.16016
11,850.2596
12,796.53284
13,857.3683
14,718.0878
15,881.168
16,931.36255
17,878.1881
18,916.26886
19,960.58203
20,765.85144
